name,message,love_count,wow_count,haha_count,sad_count,angry_count
"Charlie Sheen under investigation, LAPD says","Charlie Sheen is a suspect in an ongoing criminal investigation involving alleged threats, police say.",11,138,90,29,28
2 'dangerous' men escape from psychiatric hospital,UPDATE: One of the men is now back in custody.Police are urging the public to be on the lookout for both men -- but not to interact with them.,8,368,56,27,54
Bill Clinton spars with Black Lives Matter protesters,The protesters shouted that 'black youth are not super predators.' President Bill Clinton responded by defending Hillary Clinton's use of the phrase.,106,44,186,8,254
Senate rejects plan to regulate airplane seat size,The fight to stop airline seats from shrinking just died.,17,35,20,195,764
The 'nuns' who grow medical marijuana,Some monks brew beer. These 'nuns' have gone green.,655,197,682,8,25
Donald Trump's star outshines -- or dims -- Hollywood Walk of Fame,Not even Bill Cosby's star draws as much controversy as the one belonging to Donald J. Trump...,25,9,123,8,98
Grim picture of Afghanistan reconstruction,"Fifteen years, billions of dollars, and thousands of American casualties. Officials wonder, what went wrong?",7,14,7,81,114
Pope Francis pushes for greater acceptance of non-traditional families,"Pope Francis on Friday urged priests around the world to be more accepting of gay men and lesbians, divorced Catholics, and other people living in what the church considers 'irregular' situations.",3369,295,52,36,111
"Two dead in Lackland Air Force Base shooting, authorities say","JUST IN: Two people are dead at Texas' Joint Base San Antonio-Lackland after reports of an active shooter there, the Bexar County Sheriff's Department says.",7,65,7,649,223
Donald Trump makes Mexican mask factory great again,"A Halloween mask factory in Jiutepec, Mexico, is busier than ever. And it's all thanks to Donald J. Trump.",318,44,2478,6,29
Americans and Canadians might need visas to visit Europe,"The European Union is considering requiring Americans and Canadians to apply for visas, even if they only want to come for a short vacation.",208,1122,956,190,360
"Sanders: I would overturn 'outrageous' Mississippi, North Carolina laws","'We have gone too far as a nation. God knows we have seen so much discrimination in our history,' Bernie Sanders says.",529,11,58,9,41
Bill Clinton's shameless answer to Black Lives Matter protesters (via CNN Opinion),"Alicia Garza, co-creator of Black Lives Matter, says the Clintons have taken black votes for granted while backing injurious policies",56,19,36,10,120
Abby Wambach's arrest for a crime that makes no sense (Opinion),"'Let's face it, our government, along with the nightlife and alcohol industry, only pretends to abhor drinking and driving.' Via CNN Opinion",10,22,20,16,62
Bernie Sanders picks up another win,BREAKING: CNN projects Bernie Sanders will win the Wyoming Democratic caucuses.,1421,152,63,25,85
Hillary Clinton: I will have the delegates required to win,"As Republicans gird themselves for an increasingly likely contested convention, Hillary Clinton is confident Democrats won't face the same fate.",188,13,207,13,125
Bernie Sanders accuses Israel of 'disproportionate' response in Gaza,"'I think that we will not succeed to ever bring peace into that region unless we also treat the Palestinians with dignity and respect, and that is my view,' Bernie Sanders says.",1413,57,29,18,386
Dog found by highway with muzzle taped shut,"A $2,000 reward is offered for information leading to an arrest and conviction of individuals responsible.",14,30,18,1240,3159
Bryan Adams refuses to play in Mississippi over controversial 'religious freedom' law,Critics like Bryan Adams say the law is discriminatory against the LGBT community.,777,27,132,8,52
How much sex should you be having?,Are you having enough sex?,64,33,119,14,12
Obama admits worst mistake of his presidency,This is what President Barack Obama considers the worst mistake of his presidency.,22,40,21,9,28
Khloe Kardashian gets emotional on Instagram,Don't get your hopes up for a Khloé Kardashian - Lamar Odom vow renewal any time soon.... Read the Instagram post.,47,10,50,26,32
New York poll: Clinton tops Sanders by double-digits,"New Poll: Hillary Clinton leads Bernie Sanders 51%-39% among New York Democrats, according to a Monmouth University poll released Monday.",572,32,48,99,761
Joe Biden: 'I would like to see a woman elected',"'This country's ready for a woman. There's no problem. We're going to be able to elect a woman in this country,' Joe Biden said, adding, 'I would like to see a woman elected.'",394,22,60,20,360
Officer accused of body-slamming student is fired,Video shows the officer lifting the student into the air and throwing her to the ground.,196,40,61,36,397
"'I love Bernie, but I don't want my taxes to go up'","These voters like Bernie Sanders' vision for America, but...",63,25,285,12,189
'Democracy Spring' protesters arrested at Capitol Hill sit-in,"More than 400 protesters staging a #DemocracySpring sit-in against the influence of money in politics were taken into custody.",83,98,24,11,220
Trump children unable to vote for dad in New York primary,"Donald J. Trump says his children Eric and Ivanka Trump 'feel very, very guilty' they won't be able to vote for him in New York's primary because they missed a registration deadline.",92,144,3015,51,27
John Kasich calls for 'more tolerance' on gay marriage,"John Kasich said he wouldn't challenge the Supreme Court's decision allowing gay marriage nationwide.Watch the #KasichFamily Town Hall live at 9p ET at CNN.it/go.",375,30,24,8,92
Dog whisperer Cesar Millan will not face animal cruelty charges,An aggressive French bulldog-terrier mix bit a pig's ear during an episode of Cesar Millan's show.,165,32,69,10,31
"Ban homosexuality, 52% of British Muslims say","More than half of British Muslims think homosexuality should be illegal, and nearly that many think it is not appropriate for gay people to teach in schools, says a new survey.",61,100,282,117,933
Donald Trump rages against the machine,Donald J. Trump  is issuing a dire warning to his supporters: You're getting ripped off.,32,14,202,6,100
ISIS defectors in Afghanistan switch sides,"'They just like beheadings,' said one man.",8,23,14,70,73
Jury to decide whether Led Zeppelin's 'Stairway to Heaven' riff was stolen,"A jury will decide, but you can listen for yourself...",11,92,11,37,17
Kanye: Taylor Swift to-do was 'beginning of the end of my life',"'That night when I went on stage was the beginning of the end of my life,' Kanye West said.",31,30,733,12,196
"Poll: Trump, Clinton maintain broad support in New York","In a new New York poll, Donald J. Trump is leading the GOP field with 55% support",84,9,17,14,133
N.C. governor issues executive order over HB2,Gov. Pat McCroy says he's responding to criticism of the recently passed transgender law with a new measure of his own.,7,7,33,9,93
Contractor caught on camera hitting dogs with wrench - CNN Video,Surveillance video shows a contractor walk into a Texas family's backyard to disconnect their service and hit their dogs with a wrench when they approach him.,10,85,31,61,1286
U.S.: Signs of North Korea mobile ballistic missile launch,"If a launch occurs, it would be the first time North Korea has fired a longer range ballistic missile from a mobile launcher.",6,44,20,11,100
Ben Affleck to direct and star in standalone Batman film,"Ben Affleck will be pulling double duty as the Caped Crusader, and we don't mean playing both Batman *and* Bruce Wayne.",115,78,37,17,21
"36,000 Verizon workers go on strike","This is the largest strike in the United States since Verizon workers last walked off the job in 2011, according to the U.S. Bureau of Labor Statistics.",89,220,45,17,11
Chinese court rules against gay couple in country's first same-sex marriage lawsuit,'This result shows that China still legally discriminates against gay people.',27,11,41,128,146
"Gwyneth Paltrow: 'Hell yes,' she'd take crack over spray cheese","Would you rather smoke crack than eat cheese out of a can? 'Hell yes,' Gwyneth Paltrow said.",24,110,274,17,39
Barcelona crashes out of Champions League,FC Barcelona crashed out of the Champions League Wednesday after being stunned by Atlético de Madrid at the quarterfinal stage.,19,14,97,45,14
'Affluenza' teen Ethan Couch gets tentative order for 2-year jail term,The jail time is the latest twist in the deceptively complex and well-publicized sentence Ethan Couch received in 2013.,17,10,56,6,178
Ringo Starr cancels North Carolina show over 'bathroom law',"First 'The Boss' Bruce Springsteen. Now, one of The Beatles -- Ringo Starr.",768,26,181,10,59
Sources: Trump campaign manager will not be prosecuted,"Donald J. Trump campaign manager Corey Lewandowski will not be prosecuted for battery, according to sources familiar with the case.",105,10,34,10,256
Bernie Sanders rally fills NYC's Washington Square Park,Bernie Sanders touted his support for striking telecom workers at a star-studded rally less than a week before New York state's primary.,662,64,26,10,23
Married young: Meet China's teen brides,"The reasons for early marriage are complex -- but in parts of rural China, the practice is not uncommon.",12,58,12,127,115
Obama gets new 'Game of Thrones' before you do,The perks of being President Obama...POTUS got an early look at the new season of Game of Thrones?,184,103,250,25,78
Donald Trump gives Joe Paterno a shout-out in Pittsburgh,'How's Joe Paterno? We're gonna bring that back? Right? How about that whole deal?' said Donald J. Trump to a Pennsylvania crowd.,21,113,256,10,89
